,Price,Area,Location,No. of Bedrooms,City
6960,15000000,930,Boisar,2,Mumbai
6961,4300000,720,Kalyan West,1,Mumbai
6962,8600000,650,Andheri West,1,Mumbai
6964,13000000,650,Andheri West,1,Mumbai
6965,8500000,650,Andheri West,1,Mumbai
6966,3200000,595,Kalyan West,1,Mumbai
6967,19800000,575,Kandivali East,1,Mumbai
6968,18000000,999,Kalyan West,2,Mumbai
6969,3100000,510,Parel,1,Mumbai
6970,17000000,450,Santacruz East,1,Mumbai
6971,3400000,390,Kalyan West,1,Mumbai
6974,8600000,827,Ambernath East,1,Mumbai
6975,18500000,1020,Chembur,1,Mumbai
6976,23000000,407,Naigaon East,1,Mumbai
6977,47500000,1050,Juhu,2,Mumbai
6978,3700000,610,Kandivali West,1,Mumbai
6982,48000000,2085,Goregaon East,4,Mumbai
6983,74500000,550,Taloja,1,Mumbai
6984,24500000,334,Thane West,1,Mumbai
6985,23400000,334,Thane West,1,Mumbai
6986,12800000,334,Thane West,1,Mumbai
6987,16399999,2100,Santacruz West,4,Mumbai
6989,13799999,906,Wadala,2,Mumbai
6991,15500000,687,Thane West,2,Mumbai
6994,22000000,746,Thane West,2,Mumbai
6997,39600000,811,Thane West,2,Mumbai
6998,26800000,848,Thane West,2,Mumbai
7000,20299999,698,Thane West,2,Mumbai
7001,15500000,450,Thane West,1,Mumbai
7004,16600000,598,Thane West,2,Mumbai
7006,28000000,761,Thane West,2,Mumbai
7007,18100000,944,Thane West,3,Mumbai
7010,21700000,706,Thane West,2,Mumbai
7011,33100000,1091,Thane West,3,Mumbai
7012,21800000,762,Thane West,2,Mumbai
7013,25400000,519,Thane West,2,Mumbai
7014,25600000,1059,Ulwe,2,Mumbai
7015,37800000,651,Powai,2,Mumbai
7016,35100000,928,Powai,3,Mumbai
7017,32100000,642,Powai,2,Mumbai
7018,26500000,735,Powai,2,Mumbai
7019,54200000,788,Powai,2,Mumbai
7020,34600000,1094,Powai,3,Mumbai
7021,34600000,1020,Powai,3,Mumbai
7022,33400000,928,Powai,3,Mumbai
7025,27900000,1023,Powai,3,Mumbai
7026,36900000,1023,Powai,3,Mumbai
7033,4179999,420,Ulwe,1,Mumbai
7036,4170000,372,Borivali East,1,Mumbai
7037,38500000,747,Santacruz East,1,Mumbai
7042,2700000,942,Khar West,2,Mumbai
7047,9499000,400,Ulwe,1,Mumbai
7048,13000000,950,Kharghar,2,Mumbai
7049,14000000,650,Kharghar,1,Mumbai
7050,18000000,310,Malad West,1,Mumbai
7051,22500000,1335,Ulwe,2,Mumbai
7052,6100000,580,Borivali West,1,Mumbai
7062,27000000,1238,Ghatkopar West,2,Mumbai
7068,13500000,825,Chembur,1,Mumbai
7069,14000000,1050,Kharghar,2,Mumbai
7070,4600000,580,Ville Parle East,1,Mumbai
7075,23700000,640,Dombivli (West),1,Mumbai
7076,5999000,600,Dombivli (West),1,Mumbai
7077,4299000,575,Nala Sopara,1,Mumbai
7081,5990000,645,Thane West,1,Mumbai
7082,4199000,615,Thane West,1,Mumbai
7084,19500000,902,Thane West,2,Mumbai
7087,16500000,625,Thane West,1,Mumbai
7100,2600000,590,Koproli,1,Mumbai
7101,25000000,850,Koproli,2,Mumbai
7102,11500000,490,Panvel,1,Mumbai
7103,17000000,490,Panvel,1,Mumbai
7104,8500000,530,Panvel,1,Mumbai
7105,12500000,400,Ulwe,1,Mumbai
7106,14000000,650,Kharghar,1,Mumbai
7110,21000000,700,Ghansoli,1,Mumbai
7111,12000000,802,Andheri East,1,Mumbai
7112,36500000,652,Andheri East,1,Mumbai
7114,17900000,650,Andheri East,1,Mumbai
7117,12100000,864,Andheri East,1,Mumbai
7119,13000000,650,Andheri East,1,Mumbai
7121,15800000,1395,Wadala,2,Mumbai
7123,16600000,676,Thane West,2,Mumbai
7126,14800000,641,Thane West,2,Mumbai
7127,15700000,880,Thane West,3,Mumbai
7128,15500000,616,Thane West,2,Mumbai
7130,20000000,915,Thane West,2,Mumbai
7138,6190000,535,Kandivali East,1,Mumbai
7140,58500000,975,Mira Road East,2,Mumbai
7142,40300000,565,Kalwa,1,Mumbai
7143,13000000,565,Kalwa,1,Mumbai
7144,35000000,756,Mira Road East,1,Mumbai
7145,6500000,700,Malad West,1,Mumbai
7149,30000000,1075,Koper Khairane,2,Mumbai
7150,30000000,960,Santacruz West,2,Mumbai
7152,28500000,1150,Thane West,3,Mumbai
7153,27500000,797,Ambernath West,1,Mumbai
7154,30000000,957,Thane West,3,Mumbai
7161,2600000,640,Virar,1,Mumbai
7162,2600000,640,Virar,1,Mumbai
7164,7200000,525,Nala Sopara,1,Mumbai
7165,4250000,555,Dronagiri,1,Mumbai
7166,39000000,1060,Kalyan East,2,Mumbai
7167,18200000,530,Dronagiri,1,Mumbai
7168,2300000,385,other,1,Mumbai
7169,11000000,1060,Kalyan East,2,Mumbai
7170,3800000,1060,Kalyan East,2,Mumbai
7171,3800000,640,Kamothe,1,Mumbai
7174,3300000,350,Kalyan West,1,Mumbai
7175,3200000,580,Borivali West,1,Mumbai
7176,3500000,300,Andheri East,1,Mumbai
7177,4700000,300,Andheri East,1,Mumbai
7178,4600000,300,Andheri East,1,Mumbai
7179,4500000,550,Koproli,1,Mumbai
7180,4500000,550,Koproli,1,Mumbai
7181,12000000,550,Koproli,1,Mumbai
7182,12000000,550,Koproli,1,Mumbai
7186,17500000,650,Koproli,2,Mumbai
7188,18000000,750,other,2,Mumbai
7189,18000000,660,Kamothe,1,Mumbai
7190,17000000,650,Kamothe,1,Mumbai
7191,25000000,640,Kamothe,1,Mumbai
7192,91800000,1300,Dahisar,3,Mumbai
7193,91800000,900,Santacruz East,2,Mumbai
7194,3061000,1000,Vashi,2,Mumbai
7195,2116000,1000,Vashi,2,Mumbai
7201,8500000,672,Badlapur East,1,Mumbai
7202,22000000,655,Badlapur East,1,Mumbai
7203,13000000,930,Badlapur East,2,Mumbai
7204,5690000,700,Kalyan West,1,Mumbai
7205,8413000,650,Kalyan West,1,Mumbai
7206,4200000,400,Goregaon East,1,Mumbai
7207,5599000,450,Thane West,1,Mumbai
7209,3250000,510,Parel,1,Mumbai
7210,7998999,769,Mira Road East,1,Mumbai
7212,3150000,555,Kalyan West,1,Mumbai
7215,4699000,600,Kalyan West,1,Mumbai
7217,10100000,600,Kalyan West,1,Mumbai
7218,7998999,585,Kalyan West,1,Mumbai
7219,3300000,600,Kalyan West,1,Mumbai
7221,4999000,710,other,1,Mumbai
7225,4200000,607,Kalyan West,1,Mumbai
7226,4500000,688,Kalyan West,1,Mumbai
7227,3800000,768,Kalyan West,1,Mumbai
7229,4100000,565,Kalyan West,1,Mumbai
7230,4100000,650,Kalyan West,1,Mumbai
7231,6300000,650,Kalyan West,1,Mumbai
7233,3250000,650,Kalyan West,1,Mumbai
7234,4500000,600,Kalyan West,1,Mumbai
7235,5500000,650,Kalyan West,1,Mumbai
7236,9200000,650,Kalyan West,1,Mumbai
7238,9700000,750,Kalyan West,1,Mumbai
7239,3500000,600,Kalyan West,1,Mumbai
7242,7500000,600,Chembur,1,Mumbai
7245,4800000,687,Ulwe,1,Mumbai
7247,5600000,679,Ulwe,1,Mumbai
7250,5600000,667,Ulwe,1,Mumbai
7251,5700000,687,Ulwe,1,Mumbai
7252,46500000,1026,Dahisar East,2,Mumbai
7253,7200000,540,Mira Road East,1,Mumbai
7255,16000000,500,Mira Road East,1,Mumbai
7256,16000000,560,Mira Road East,1,Mumbai
7257,4500000,540,Mira Road East,1,Mumbai
7260,7800000,550,Thane West,1,Mumbai
7263,4600000,650,Taloja,1,Mumbai
7265,13899999,590,Nala Sopara,1,Mumbai
7269,7800000,685,Ulwe,1,Mumbai
7270,8900000,582,Nala Sopara,1,Mumbai
7272,22500000,1350,Ulwe,3,Mumbai
7273,34500000,810,Powai,2,Mumbai
7276,18000000,750,Thane West,1,Mumbai
7277,25000000,750,Thane West,1,Mumbai
7286,19000000,1234,Kharghar,2,Mumbai
7287,3100000,660,Virar West,1,Mumbai
7289,5401000,525,Borivali West,1,Mumbai
7290,6798999,575,Borivali West,1,Mumbai
7291,4801000,450,Dombivli (West),1,Mumbai
7292,120000000,1600,Kharghar,3,Mumbai
7293,6200000,400,Goregaon East,1,Mumbai
7295,15500000,461,Thane West,1,Mumbai
7296,37500000,577,Thane West,2,Mumbai
7297,21000000,416,Thane West,1,Mumbai
7298,55000000,3000,Shastri Nagar,4,Mumbai
7299,8900000,700,Ulwe,1,Mumbai
7300,5300000,620,Karanjade,1,Mumbai
7304,16399999,2000,Bandra East,3,Mumbai
7306,39600000,325,Borivali West,1,Mumbai
7307,26800000,325,other,1,Mumbai
7309,20299999,560,Borivali West,1,Mumbai
7311,15500000,450,Thane West,1,Mumbai
7314,16399999,598,Thane West,2,Mumbai
7316,39600000,663,Thane West,2,Mumbai
7317,26800000,761,Thane West,2,Mumbai
7319,20299999,632,Thane West,2,Mumbai
7321,15500000,450,Thane West,1,Mumbai
7327,17700000,761,Thane West,2,Mumbai
7330,15800000,641,Thane West,2,Mumbai
7341,6320000,769,Mira Road East,1,Mumbai
7342,6220000,365,Mira Road East,1,Mumbai
7343,8000000,349,Mira Road East,1,Mumbai
7345,7020000,605,Boisar,1,Mumbai
7347,6450000,365,Mira Road East,1,Mumbai
7348,9550000,349,Mira Road East,1,Mumbai
7350,7400000,384,Mira Road East,1,Mumbai
7351,9550000,426,Mira Road East,1,Mumbai
7352,8200000,583,Mira Road East,3,Mumbai
7353,9990000,455,Mira Road East,2,Mumbai
7354,9650000,633,Mira Road East,3,Mumbai
7355,14500000,539,Mira Road East,2,Mumbai
7356,17600000,505,Mira Road East,2,Mumbai
7357,14000000,693,Mira Road East,1,Mumbai
7358,12600000,538,Mira Road East,2,Mumbai
7360,15700000,645,Mira Road East,3,Mumbai
7364,3661000,561,Chembur,1,Mumbai
7365,2057000,447,Chembur,1,Mumbai
7369,3459000,973,Boisar,1,Mumbai
7371,3574000,605,Boisar,1,Mumbai
7374,6694000,769,Mira Road East,1,Mumbai
7375,6663000,362,Virar,1,Mumbai
7376,13400000,510,Virar,2,Mumbai
7377,9774000,374,Virar,1,Mumbai
7378,13200000,535,Virar,2,Mumbai
7379,9550000,348,Virar,1,Mumbai
7380,8200000,400,Mira Road East,1,Mumbai
7381,9990000,398,Mira Road East,1,Mumbai
7383,14500000,571,Mira Road East,2,Mumbai
7384,17600000,773,Mira Road East,3,Mumbai
7385,14000000,693,Mira Road East,1,Mumbai
7386,12600000,538,Mira Road East,2,Mumbai
7388,16800000,645,Mira Road East,3,Mumbai
7390,19400000,783,Chembur,3,Mumbai
7392,10000000,561,Chembur,1,Mumbai
7393,15700000,576,Chembur,2,Mumbai
7398,4584000,447,Chembur,1,Mumbai
7401,6152000,362,Virar,1,Mumbai
7403,6500000,374,Virar,1,Mumbai
7405,5600000,348,Virar,1,Mumbai
7407,6800000,769,Mira Road East,1,Mumbai
7408,2200000,637,Dombivali,1,Mumbai
7409,10000000,550,Thane West,1,Mumbai
7410,10000000,400,Naigaon East,1,Mumbai
7411,2200000,600,Dahisar,1,Mumbai
7412,2200000,620,Nala Sopara,1,Mumbai
7413,10500000,605,Kharghar,1,Mumbai
7414,14600000,585,Nala Sopara,1,Mumbai
7416,33500000,1120,Kharghar,2,Mumbai
7417,33500000,585,Nala Sopara,1,Mumbai
7418,8500000,550,Nala Sopara,1,Mumbai
7421,39900000,830,Nala Sopara,2,Mumbai
7424,12000000,1050,Kharghar,2,Mumbai
7428,24000000,600,Malad West,1,Mumbai
7432,5900000,735,Ulwe,1,Mumbai
7434,22500000,660,Andheri West,2,Mumbai
7435,50000000,455,Dombivali,1,Mumbai
7436,46000000,580,Panvel,1,Mumbai
7437,80000000,950,Panvel,2,Mumbai
7438,29700000,950,Panvel,2,Mumbai
7439,40000000,1460,Mira Road East,3,Mumbai
7443,65000000,2590,Andheri West,5,Mumbai
7447,3400000,670,Ghansoli,1,Mumbai
7448,20700000,385,Mulund East,1,Mumbai
7450,10500000,610,Koproli,1,Mumbai
7451,2500000,610,Koproli,1,Mumbai
7452,3100000,575,Mulund East,1,Mumbai
7453,40000000,610,Koproli,1,Mumbai
7457,3200000,590,Koproli,1,Mumbai
7458,4200000,600,Koproli,1,Mumbai
7461,18000000,590,Koproli,1,Mumbai
7462,23500000,590,Koproli,1,Mumbai
7463,4260000,630,Koproli,1,Mumbai
7465,4500000,460,Koproli,1,Mumbai
7466,4800000,720,Andheri East,1,Mumbai
7469,5350000,695,other,1,Mumbai
7470,19500000,670,Koproli,2,Mumbai
7471,25000000,690,Koproli,2,Mumbai
7472,47500000,670,Koproli,2,Mumbai
7473,4200000,650,Thane West,1,Mumbai
7474,10200000,650,Thane West,1,Mumbai
7475,5099000,610,Mira Road East,1,Mumbai
7477,6000000,1800,Vashi,3,Mumbai
7478,7800000,2050,Vashi,4,Mumbai
7479,9800000,544,Goregaon East,1,Mumbai
7481,6450000,384,Mira Road East,1,Mumbai
7483,7600000,349,Mira Road East,1,Mumbai
7486,8200000,384,Mira Road East,1,Mumbai
7487,7700000,426,Mira Road East,1,Mumbai
7492,12000000,539,Mira Road East,2,Mumbai
7493,9700000,505,Mira Road East,2,Mumbai
7494,12800000,365,Mira Road East,1,Mumbai
7495,21000000,693,Mira Road East,1,Mumbai
7496,13799999,538,Mira Road East,2,Mumbai
7499,14000000,645,Mira Road East,3,Mumbai
7500,15800000,687,Thane West,2,Mumbai
7501,22000000,1153,Thane West,3,Mumbai
7511,10000000,700,Ulwe,2,Mumbai
7513,18000000,950,Koper Khairane,2,Mumbai
7514,26000000,750,Thane West,2,Mumbai
7515,22500000,1548,Ulwe,3,Mumbai
7516,92400000,1250,Ulwe,2,Mumbai
7517,113400000,1180,Ulwe,2,Mumbai
7518,139500000,952,Airoli,2,Mumbai
7519,85000000,610,matunga east,1,Mumbai
7525,23000000,2100,Ville Parle East,5,Mumbai
7526,16000000,550,Santacruz East,1,Mumbai
7527,5950000,550,Santacruz East,1,Mumbai
7529,22500000,1650,Seawoods,3,Mumbai
7532,16800000,1054,Kanjurmarg,2,Mumbai
7533,8400000,540,Thane West,1,Mumbai
7536,9200000,528,Koper Khairane,1,Mumbai
7538,12500000,830,Goregaon West,1,Mumbai
7543,25800000,1026,Dahisar East,2,Mumbai
7546,23000000,385,Malad East,1,Mumbai
7548,23000000,1145,Ulwe,2,Mumbai
7554,24000000,1850,Belapur,3,Mumbai
7556,3000000,450,Borivali West,1,Mumbai
7557,23000000,450,Borivali West,1,Mumbai
7561,240000000,750,Malad West,1,Mumbai
7562,2520000,330,Kalwa,1,Mumbai
7564,2576000,630,Ambernath West,1,Mumbai
7565,2520000,644,Ambernath West,1,Mumbai
7566,2520000,709,Ambernath West,1,Mumbai
7567,2576000,3000,Bandra West,2,Mumbai
7568,2576000,630,Ambernath West,1,Mumbai
7570,3064000,644,Ambernath West,1,Mumbai
7571,3188000,630,Ambernath West,1,Mumbai
7572,19000000,630,Ambernath West,1,Mumbai
7573,19000000,644,Ambernath West,1,Mumbai
7574,25000000,644,Ambernath West,1,Mumbai
7575,30000000,630,Ambernath West,1,Mumbai
7576,4800000,766,Ambernath West,1,Mumbai
7577,8500000,797,Ambernath West,1,Mumbai
7580,4500000,1600,Vashi,3,Mumbai
7581,23500000,1212,Vashi,3,Mumbai
7582,47500000,250,Andheri East,1,Mumbai
7583,5250000,1300,Panvel,1,Mumbai
7584,3900000,1200,Panvel,1,Mumbai
7585,19500000,550,Panvel,1,Mumbai
7586,4100000,650,Panvel,1,Mumbai
7589,18000000,679,Ulwe,1,Mumbai
7590,19000000,724,Taloja,1,Mumbai
7592,26800000,645,Karanjade,1,Mumbai
7593,19100000,650,Malad West,1,Mumbai
7606,3800000,450,Badlapur East,1,Mumbai
7607,30000000,660,Kandivali East,2,Mumbai
7610,9000000,650,other,1,Mumbai
7613,4000000,2000,Vashi,4,Mumbai
7617,5800000,675,Mira Road East,1,Mumbai
7618,26000000,475,Andheri East,1,Mumbai
7619,14600000,680,Karanjade,1,Mumbai
7620,30000000,660,Airoli,1,Mumbai
7621,8700000,600,Airoli,1,Mumbai
7622,8700000,660,Thane West,1,Mumbai
7623,10600000,660,Ghansoli,1,Mumbai
7625,28500000,850,Thane West,2,Mumbai
7626,37700000,1815,Malad West,3,Mumbai
7628,29000000,1158,Ulwe,2,Mumbai
7629,12500000,644,Mulund West,1,Mumbai
7630,9000000,595,Borivali East,1,Mumbai
7638,18500000,1157,Ulwe,2,Mumbai
7639,22500000,1165,Ulwe,2,Mumbai
7640,22500000,1140,Ulwe,2,Mumbai
7643,8000000,650,Kharghar,1,Mumbai
7647,79000000,650,Ulwe,1,Mumbai
7649,22000000,879,Ulwe,2,Mumbai
7651,2200000,650,Goregaon West,1,Mumbai
7652,11000000,500,Dombivali East,1,Mumbai
7653,11000000,3300,Goregaon East,6,Mumbai
7654,8200000,550,Mira Road East,1,Mumbai
7656,30000000,1165,Ulwe,2,Mumbai
7658,9100000,550,Mulund East,1,Mumbai
7659,33000000,1250,Sector 17 Ulwe,2,Mumbai
7660,33500000,1100,Ulwe,2,Mumbai
7661,19200000,380,Dombivli (West),1,Mumbai
7662,13000000,2000,Vashi,4,Mumbai
7663,10500000,600,Mulund West,1,Mumbai
7664,6500000,600,Mulund West,1,Mumbai
7665,7500000,1700,Mulund East,5,Mumbai
7666,17000000,1650,Mulund East,4,Mumbai
7669,17500000,575,Kandivali West,1,Mumbai
7670,11500000,380,Borivali West,1,Mumbai
7671,10000000,435,Borivali West,1,Mumbai
7673,17000000,525,Kandivali West,1,Mumbai
7674,16000000,750,Kandivali West,1,Mumbai
7676,9600000,585,Borivali West,1,Mumbai
7677,9500000,610,Kandivali West,1,Mumbai
7683,15000000,1400,Kamothe,3,Mumbai
7690,16500000,1010,Panvel,1,Mumbai
7693,19800000,1110,Panvel,2,Mumbai
7694,10500000,580,Kharghar,2,Mumbai
7695,39000000,1050,Kamothe,2,Mumbai
7697,26500000,610,Vasai,1,Mumbai
7698,13000000,550,Thane West,1,Mumbai
7700,39500000,590,Malad West,1,Mumbai
7701,39000000,1600,Malad West,3,Mumbai
7702,38500000,350,Kandivali West,1,Mumbai
7703,38500000,1250,Malad East,3,Mumbai
7705,25000000,1250,Malad East,3,Mumbai
7712,7000000,635,Kalyan West,1,Mumbai
7715,14500000,530,Naigaon East,1,Mumbai
7716,4100000,700,other,1,Mumbai
7721,4866000,1179,Kannur on Thanisandra Main Road,2,Banglore
7722,8358000,1675,Doddanekundi,3,Banglore
7724,6797000,1220,Horamavu,2,Banglore
7727,8405000,1405,Whitefield Hope Farm Junction,3,Banglore
7728,3506000,660,Electronic City Phase 1,1,Banglore
7729,7700000,1362,Yelahanka,2,Banglore
7730,9369000,1735,Anjanapura,3,Banglore
7732,5394000,1120,Kasavanahalli,2,Banglore
7736,5700000,1210,RR Nagar,2,Banglore
7739,4866000,1179,Kannur on Thanisandra Main Road,2,Banglore
7740,8358000,1675,Doddanekundi,3,Banglore
7742,6797000,1220,Horamavu,2,Banglore
7745,8405000,1405,Whitefield Hope Farm Junction,3,Banglore
7746,3506000,660,Electronic City Phase 1,1,Banglore
7747,7700000,1362,Yelahanka,2,Banglore
7748,9369000,1735,Anjanapura,3,Banglore
7750,5394000,1120,Kasavanahalli,2,Banglore
7754,5700000,1210,RR Nagar,2,Banglore
7755,12400000,1705,Whitefield Hope Farm Junction,3,Banglore
7759,4866000,1179,Kannur on Thanisandra Main Road,2,Banglore
7760,8358000,1675,Doddanekundi,3,Banglore
7762,6797000,1220,Horamavu,2,Banglore
7765,8405000,1405,Whitefield Hope Farm Junction,3,Banglore
7766,3506000,660,Electronic City Phase 1,1,Banglore
7767,7700000,1362,Yelahanka,2,Banglore
7768,9369000,1735,Anjanapura,3,Banglore
7770,5394000,1120,Kasavanahalli,2,Banglore
7774,5700000,1210,RR Nagar,2,Banglore
7775,12400000,1705,Whitefield Hope Farm Junction,3,Banglore
7780,23700000,2470,Sahakar Nagar,4,Banglore
7782,5489000,1120,Jakkur,2,Banglore
7785,7600000,1150,Brookefield,2,Banglore
7787,23100000,2480,Banashankari,3,Banglore
7788,8000000,1160,RR Nagar,2,Banglore
7789,4514000,1143,RR Nagar,2,Banglore
7790,5460000,1300,RR Nagar,2,Banglore
7791,4414000,966,Nelamangala,2,Banglore
7793,6133000,1275,Ramamurthy Nagar,2,Banglore
7794,3038000,1085,Attibele,2,Banglore
7796,7506999,1155,Banaswadi,2,Banglore
7797,6520000,1304,Whitefield Hope Farm Junction,3,Banglore
7798,6389000,1120,Kodigehalli,2,Banglore
7800,5600000,1340,Uttarahalli Hobli,3,Banglore
7802,2951000,649,Ramamurthy Nagar,1,Banglore
7805,8100000,718,Chikkagubbi on Hennur Main Road,2,Banglore
7806,4500000,1075,Kasavanahalli,2,Banglore
7807,4928000,1120,Varthur,2,Banglore
7809,6151000,1404,Electronic City Phase 2,2,Banglore
7815,16500000,1645,Sahakar Nagar,3,Banglore
7817,25800000,1866,Koramangala,3,Banglore
7818,51000000,3500,Hebbal,3,Banglore
7821,10500000,1455,Bommanahalli,3,Banglore
7822,6850000,1305,Uttarahalli Hobli,2,Banglore
7823,4580000,1145,Varthur,2,Banglore
7825,4723000,1145,RR Nagar,2,Banglore
7827,8954000,1216,Varthur,2,Banglore
7828,4000000,1005,Electronics City,2,Banglore
7829,5400000,1200,Chikkalasandra,2,Banglore
7830,8784000,1279,Kogilu,2,Banglore
7831,7900000,1180,Nayandahalli,2,Banglore
7833,15000000,1776,Bilekahalli,3,Banglore
7835,7767000,1195,Muneshwara Nagar,3,Banglore
7836,6487000,1272,Thanisandra,2,Banglore
7837,14000000,2170,Junnasandra,3,Banglore
7839,13100000,1846,Narayanapura on Hennur Main Road,3,Banglore
7843,8779000,1245,Kannur on Thanisandra Main Road,2,Banglore
7844,22000000,1833,ITPL,3,Banglore
7845,5329000,969,Sarjapur Road Wipro To Railway Crossing,2,Banglore
7847,3779999,900,Kudlu,2,Banglore
7848,8954000,1216,Varthur,2,Banglore
7849,9000000,1306,Talaghattapura,2,Banglore
7850,25800000,1866,Koramangala,3,Banglore
7851,8954000,1216,Varthur,2,Banglore
7852,13100000,1846,Narayanapura on Hennur Main Road,3,Banglore
7857,11000000,1805,Begur,3,Banglore
7858,11399999,1880,Begur,3,Banglore
7860,11299999,1850,Begur,3,Banglore
7861,4900000,1188,Kannur on Thanisandra Main Road,2,Banglore
7862,5002000,1215,Kannur on Thanisandra Main Road,2,Banglore
7863,5036000,1224,Kannur on Thanisandra Main Road,2,Banglore
7864,6736000,1350,Doddanekundi,2,Banglore
7865,8233000,1650,Doddanekundi,3,Banglore
7866,6761000,1355,Doddanekundi,3,Banglore
7867,6611000,1325,Doddanekundi,2,Banglore
7868,6287000,1260,Doddanekundi,2,Banglore
7869,6437000,1290,Doddanekundi,2,Banglore
7870,6112000,1225,Doddanekundi,2,Banglore
7871,6487000,1300,Doddanekundi,2,Banglore
7875,4722000,1152,Kengeri,2,Banglore
7876,4586000,1119,Kengeri,2,Banglore
7877,4582000,1118,Kengeri,2,Banglore
7880,6892000,1237,Horamavu,2,Banglore
7881,9277000,1275,Bommanahalli,2,Banglore
7882,11600000,1615,Bommanahalli,3,Banglore
7883,10900000,1515,Bommanahalli,3,Banglore
7884,10500000,1455,Bommanahalli,3,Banglore
7885,9859000,1360,Bommanahalli,3,Banglore
7887,5705000,1139,Ramamurthy Nagar,2,Banglore
7888,5772000,1154,Ramamurthy Nagar,2,Banglore
7891,5677000,1133,Ramamurthy Nagar,2,Banglore
7892,5384000,1068,Ramamurthy Nagar,2,Banglore
7893,9141000,1540,Whitefield Hope Farm Junction,3,Banglore
7894,9522000,1610,Whitefield Hope Farm Junction,3,Banglore
7895,10000000,1715,Whitefield Hope Farm Junction,3,Banglore
7896,7211000,1195,Whitefield Hope Farm Junction,2,Banglore
7897,8514000,1425,Whitefield Hope Farm Junction,3,Banglore
7898,10300000,1760,Whitefield Hope Farm Junction,3,Banglore
7899,7783000,1300,Whitefield Hope Farm Junction,2,Banglore
7900,7429000,1235,Whitefield Hope Farm Junction,2,Banglore
7901,7809999,1305,Whitefield Hope Farm Junction,2,Banglore
7902,3506000,660,Electronic City Phase 1,1,Banglore
7905,3797999,715,Electronic City Phase 1,1,Banglore
7906,3797999,715,Electronic City Phase 1,1,Banglore
7909,7897000,1430,Electronic City Phase 1,3,Banglore
7910,7897000,1430,Electronic City Phase 1,3,Banglore
7913,8269000,1500,Electronic City Phase 1,3,Banglore
7914,8269000,1500,Electronic City Phase 1,3,Banglore
7917,6900000,1273,Yelahanka,2,Banglore
7919,7300000,1304,Yelahanka,2,Banglore
7920,9180000,1700,Anjanapura,3,Banglore
7921,6986000,1277,Carmelaram,2,Banglore
7922,6081000,1111,Carmelaram,2,Banglore
7924,6070000,1109,Carmelaram,2,Banglore
7925,5961000,1089,Carmelaram,2,Banglore
7928,5923000,1082,Carmelaram,2,Banglore
7929,6174000,1128,Carmelaram,2,Banglore
7930,5994000,1095,Carmelaram,2,Banglore
7935,6581000,1181,Horamavu,2,Banglore
7937,6664000,1196,Horamavu,2,Banglore
7938,6631000,1190,Horamavu,2,Banglore
7942,7252000,1305,Jalahalli,2,Banglore
7944,7298000,1315,Jalahalli,2,Banglore
7947,7229000,1300,Jalahalli,2,Banglore
7950,7159999,1285,Jalahalli,2,Banglore
7954,7344000,1325,Jalahalli,2,Banglore
7955,7091000,1270,Jalahalli,2,Banglore
7957,5306000,1100,Kasavanahalli,2,Banglore
7959,5195000,1075,Kasavanahalli,2,Banglore
7960,5483000,1140,Kasavanahalli,2,Banglore
7961,5527000,1150,Kasavanahalli,2,Banglore
7964,4930000,1015,Kasavanahalli,2,Banglore
7966,5173000,1070,Kasavanahalli,2,Banglore
7969,5085000,1050,Kasavanahalli,2,Banglore
7971,5262000,1090,Kasavanahalli,2,Banglore
7987,5900000,1258,RR Nagar,2,Banglore
7989,6400000,1369,RR Nagar,2,Banglore
7990,6275000,1335,RR Nagar,2,Banglore
7991,14400000,2000,Whitefield Hope Farm Junction,3,Banglore
7992,13700000,1900,Whitefield Hope Farm Junction,3,Banglore
7993,11399999,1560,Whitefield Hope Farm Junction,3,Banglore
7998,8954000,1216,Varthur,2,Banglore
7999,8800000,1195,Varthur,2,Banglore
8000,15400000,2321,Varthur,3,Banglore
8001,11000000,1655,Varthur,3,Banglore
8004,3507000,1002,Uttarahalli,2,Banglore
8006,4312000,1232,Uttarahalli,2,Banglore
8008,3696000,1056,Uttarahalli,2,Banglore
8009,4140000,1183,Uttarahalli,2,Banglore
8010,3832000,1095,Uttarahalli,2,Banglore
8011,3377000,965,Uttarahalli,2,Banglore
8014,3769000,1077,Uttarahalli,2,Banglore
8015,3447000,985,Uttarahalli,2,Banglore
8018,3954999,1130,Uttarahalli,2,Banglore
8019,3419000,977,Uttarahalli,2,Banglore
8022,7837000,1866,Anagalapura Near Hennur Main Road,3,Banglore
8023,9834000,2235,Anagalapura Near Hennur Main Road,3,Banglore
8024,8298999,1976,Anagalapura Near Hennur Main Road,3,Banglore
